Freq.	V(n005)
3.56451133426088e+001	(-7.32563436396687e+000dB,6.06141149957533e+001°)
3.56533218782772e+001	(-7.32366665391869e+000dB,6.06068546482847e+001°)
3.56615323042484e+001	(-7.32169898644914e+000dB,6.05995923187572e+001°)
3.56697446209578e+001	(-7.31973136160255e+000dB,6.05923280065522e+001°)
3.56779588288406e+001	(-7.31776377942361e+000dB,6.05850617110518e+001°)
3.56861749283325e+001	(-7.31579623995699e+000dB,6.05777934316380e+001°)
3.56943929198690e+001	(-7.31382874324725e+000dB,6.05705231676919e+001°)
3.57026128038859e+001	(-7.31186128933918e+000dB,6.05632509185953e+001°)
3.57108345808189e+001	(-7.30989387827734e+000dB,6.05559766837286e+001°)
3.57190582511040e+001	(-7.30792651010658e+000dB,6.05487004624729e+001°)
3.57272838151772e+001	(-7.30595918487177e+000dB,6.05414222542092e+001°)
3.57355112734746e+001	(-7.30399190261776e+000dB,6.05341420583178e+001°)
3.57437406264324e+001	(-7.30202466338951e+000dB,6.05268598741795e+001°)
3.57519718744869e+001	(-7.30005746723188e+000dB,6.05195757011739e+001°)
3.57602050180746e+001	(-7.29809031418978e+000dB,6.05122895386808e+001°)
3.57684400576318e+001	(-7.29612320430844e+000dB,6.05050013860805e+001°)
3.57766769935954e+001	(-7.29415613763280e+000dB,6.04977112427523e+001°)
3.57849158264019e+001	(-7.29218911420812e+000dB,6.04904191080760e+001°)
3.57931565564882e+001	(-7.29022213407928e+000dB,6.04831249814298e+001°)
3.58013991842912e+001	(-7.28825519729180e+000dB,6.04758288621938e+001°)
3.58096437102479e+001	(-7.28628830389074e+000dB,6.04685307497461e+001°)
3.58178901347954e+001	(-7.28432145392149e+000dB,6.04612306434658e+001°)
3.58261384583710e+001	(-7.28235464742919e+000dB,6.04539285427305e+001°)
3.58343886814120e+001	(-7.28038788445943e+000dB,6.04466244469193e+001°)
3.58426408043557e+001	(-7.27842116505754e+000dB,6.04393183554099e+001°)
3.58508948276397e+001	(-7.27645448926900e+000dB,6.04320102675802e+001°)
3.58591507517017e+001	(-7.27448785713929e+000dB,6.04247001828079e+001°)
3.58674085769793e+001	(-7.27252126871404e+000dB,6.04173881004706e+001°)
3.58756683039104e+001	(-7.27055472403862e+000dB,6.04100740199448e+001°)
3.58839299329329e+001	(-7.26858822315896e+000dB,6.04027579406088e+001°)
3.58921934644847e+001	(-7.26662176612044e+000dB,6.03954398618382e+001°)
3.59004588990041e+001	(-7.26465535296899e+000dB,6.03881197830108e+001°)
3.59087262369293e+001	(-7.26268898375022e+000dB,6.03807977035022e+001°)
3.59169954786986e+001	(-7.26072265851014e+000dB,6.03734736226897e+001°)
3.59252666247503e+001	(-7.25875637729432e+000dB,6.03661475399484e+001°)
3.59335396755232e+001	(-7.25679014014896e+000dB,6.03588194546552e+001°)
3.59418146314556e+001	(-7.25482394711967e+000dB,6.03514893661849e+001°)
3.59500914929865e+001	(-7.25285779825258e+000dB,6.03441572739134e+001°)
3.59583702605546e+001	(-7.25089169359381e+000dB,6.03368231772166e+001°)
3.59666509345989e+001	(-7.24892563318932e+000dB,6.03294870754691e+001°)
3.59749335155584e+001	(-7.24695961708524e+000dB,6.03221489680461e+001°)
3.59832180038722e+001	(-7.24499364532768e+000dB,6.03148088543222e+001°)
3.59915043999795e+001	(-7.24302771796289e+000dB,6.03074667336723e+001°)
3.59997927043198e+001	(-7.24106183503703e+000dB,6.03001226054703e+001°)
3.60080829173324e+001	(-7.23909599659649e+000dB,6.02927764690910e+001°)
3.60163750394569e+001	(-7.23713020268739e+000dB,6.02854283239075e+001°)
3.60246690711328e+001	(-7.23516445335634e+000dB,6.02780781692947e+001°)
3.60329650128001e+001	(-7.23319874864972e+000dB,6.02707260046261e+001°)
3.60412628648984e+001	(-7.23123308861390e+000dB,6.02633718292747e+001°)
3.60495626278678e+001	(-7.22926747329536e+000dB,6.02560156426137e+001°)
3.60578643021483e+001	(-7.22730190274071e+000dB,6.02486574440165e+001°)
3.60661678881800e+001	(-7.22533637699645e+000dB,6.02412972328556e+001°)
3.60744733864032e+001	(-7.22337089610924e+000dB,6.02339350085039e+001°)
3.60827807972583e+001	(-7.22140546012593e+000dB,6.02265707703344e+001°)
3.60910901211856e+001	(-7.21944006909302e+000dB,6.02192045177186e+001°)
3.60994013586257e+001	(-7.21747472305731e+000dB,6.02118362500287e+001°)
3.61077145100193e+001	(-7.21550942206567e+000dB,6.02044659666370e+001°)
3.61160295758072e+001	(-7.21354416616489e+000dB,6.01970936669150e+001°)
3.61243465564302e+001	(-7.21157895540189e+000dB,6.01897193502342e+001°)
3.61326654523292e+001	(-7.20961378982367e+000dB,6.01823430159662e+001°)
3.61409862639453e+001	(-7.20764866947721e+000dB,6.01749646634822e+001°)
3.61493089917197e+001	(-7.20568359440935e+000dB,6.01675842921524e+001°)
3.61576336360937e+001	(-7.20371856466744e+000dB,6.01602019013486e+001°)
3.61659601975086e+001	(-7.20175358029836e+000dB,6.01528174904405e+001°)
3.61742886764058e+001	(-7.19978864134938e+000dB,6.01454310587990e+001°)
3.61826190732270e+001	(-7.19782374786772e+000dB,6.01380426057943e+001°)
3.61909513884137e+001	(-7.19585889990060e+000dB,6.01306521307962e+001°)
3.61992856224079e+001	(-7.19389409749524e+000dB,6.01232596331743e+001°)
3.62076217756513e+001	(-7.19192934069911e+000dB,6.01158651122987e+001°)
3.62159598485859e+001	(-7.18996462955957e+000dB,6.01084685675389e+001°)
3.62242998416538e+001	(-7.18799996412398e+000dB,6.01010699982636e+001°)
3.62326417552972e+001	(-7.18603534443972e+000dB,6.00936694038418e+001°)
3.62409855899583e+001	(-7.18407077055453e+000dB,6.00862667836430e+001°)
3.62493313460796e+001	(-7.18210624251592e+000dB,6.00788621370357e+001°)
3.62576790241035e+001	(-7.18014176037139e+000dB,6.00714554633880e+001°)
3.62660286244727e+001	(-7.17817732416867e+000dB,6.00640467620686e+001°)
3.62743801476297e+001	(-7.17621293395537e+000dB,6.00566360324451e+001°)
3.62827335940174e+001	(-7.17424858977939e+000dB,6.00492232738860e+001°)
3.62910889640787e+001	(-7.17228429168829e+000dB,6.00418084857584e+001°)
3.62994462582565e+001	(-7.17032003973014e+000dB,6.00343916674304e+001°)
3.63078054769940e+001	(-7.16835583395250e+000dB,6.00269728182684e+001°)
3.63161666207344e+001	(-7.16639167440365e+000dB,6.00195519376407e+001°)
3.63245296899209e+001	(-7.16442756113129e+000dB,6.00121290249135e+001°)
3.63328946849970e+001	(-7.16246349418367e+000dB,6.00047040794542e+001°)
3.63412616064062e+001	(-7.16049947360864e+000dB,5.99972771006288e+001°)
3.63496304545920e+001	(-7.15853549945446e+000dB,5.99898480878040e+001°)
3.63580012299982e+001	(-7.15657157176903e+000dB,5.99824170403453e+001°)
3.63663739330686e+001	(-7.15460769060069e+000dB,5.99749839576193e+001°)
3.63747485642471e+001	(-7.15264385599778e+000dB,5.99675488389920e+001°)
3.63831251239777e+001	(-7.15068006800841e+000dB,5.99601116838285e+001°)
3.63915036127045e+001	(-7.14871632668098e+000dB,5.99526724914943e+001°)
3.63998840308718e+001	(-7.14675263206385e+000dB,5.99452312613549e+001°)
3.64082663789239e+001	(-7.14478898420547e+000dB,5.99377879927752e+001°)
3.64166506573051e+001	(-7.14282538315422e+000dB,5.99303426851199e+001°)
3.64250368664601e+001	(-7.14086182895882e+000dB,5.99228953377543e+001°)
3.64334250068335e+001	(-7.13889832166745e+000dB,5.99154459500416e+001°)
3.64418150788699e+001	(-7.13693486132905e+000dB,5.99079945213472e+001°)
3.64502070830142e+001	(-7.13497144799215e+000dB,5.99005410510349e+001°)
3.64586010197114e+001	(-7.13300808170522e+000dB,5.98930855384678e+001°)
3.64669968894064e+001	(-7.13104476251751e+000dB,5.98856279830113e+001°)
3.64753946925445e+001	(-7.12908149047733e+000dB,5.98781683840274e+001°)
3.64837944295709e+001	(-7.12711826563367e+000dB,5.98707067408799e+001°)
3.64921961009309e+001	(-7.12515508803545e+000dB,5.98632430529320e+001°)
3.65005997070699e+001	(-7.12319195773154e+000dB,5.98557773195467e+001°)
3.65090052484336e+001	(-7.12122887477086e+000dB,5.98483095400864e+001°)
3.65174127254675e+001	(-7.11926583920257e+000dB,5.98408397139142e+001°)
3.65258221386174e+001	(-7.11730285107550e+000dB,5.98333678403918e+001°)
3.65342334883293e+001	(-7.11533991043888e+000dB,5.98258939188817e+001°)
3.65426467750489e+001	(-7.11337701734204e+000dB,5.98184179487465e+001°)
3.65510619992225e+001	(-7.11141417183378e+000dB,5.98109399293467e+001°)
3.65594791612962e+001	(-7.10945137396364e+000dB,5.98034598600449e+001°)
3.65678982617162e+001	(-7.10748862378085e+000dB,5.97959777402024e+001°)
3.65763193009289e+001	(-7.10552592133464e+000dB,5.97884935691799e+001°)
3.65847422793808e+001	(-7.10356326667451e+000dB,5.97810073463390e+001°)
3.65931671975185e+001	(-7.10160065984989e+000dB,5.97735190710404e+001°)
3.66015940557886e+001	(-7.09963810091006e+000dB,5.97660287426442e+001°)
3.66100228546379e+001	(-7.09767558990478e+000dB,5.97585363605116e+001°)
3.66184535945134e+001	(-7.09571312688345e+000dB,5.97510419240026e+001°)
3.66268862758620e+001	(-7.09375071189578e+000dB,5.97435454324772e+001°)
3.66353208991308e+001	(-7.09178834499139e+000dB,5.97360468852954e+001°)
3.66437574647669e+001	(-7.08982602622003e+000dB,5.97285462818170e+001°)
3.66521959732178e+001	(-7.08786375563125e+000dB,5.97210436214007e+001°)
3.66606364249308e+001	(-7.08590153327514e+000dB,5.97135389034071e+001°)
3.66690788203533e+001	(-7.08393935920142e+000dB,5.97060321271947e+001°)
3.66775231599331e+001	(-7.08197723345978e+000dB,5.96985232921217e+001°)
3.66859694441178e+001	(-7.08001515610057e+000dB,5.96910123975484e+001°)
3.66944176733552e+001	(-7.07805312717343e+000dB,5.96834994428321e+001°)
3.67028678480932e+001	(-7.07609114672854e+000dB,5.96759844273317e+001°)
3.67113199687800e+001	(-7.07412921481594e+000dB,5.96684673504052e+001°)
3.67197740358635e+001	(-7.07216733148574e+000dB,5.96609482114107e+001°)
3.67282300497920e+001	(-7.07020549678820e+000dB,5.96534270097061e+001°)
3.67366880110139e+001	(-7.06824371077338e+000dB,5.96459037446485e+001°)
3.67451479199775e+001	(-7.06628197349167e+000dB,5.96383784155958e+001°)
3.67536097771315e+001	(-7.06432028499335e+000dB,5.96308510219050e+001°)
3.67620735829244e+001	(-7.06235864532864e+000dB,5.96233215629328e+001°)
3.67705393378050e+001	(-7.06039705454827e+000dB,5.96157900380370e+001°)
3.67790070422221e+001	(-7.05843551270244e+000dB,5.96082564465736e+001°)
3.67874766966248e+001	(-7.05647401984170e+000dB,5.96007207878990e+001°)
3.67959483014619e+001	(-7.05451257601668e+000dB,5.95931830613699e+001°)
3.68044218571828e+001	(-7.05255118127778e+000dB,5.95856432663416e+001°)
3.68128973642366e+001	(-7.05058983567576e+000dB,5.95781014021705e+001°)
3.68213748230728e+001	(-7.04862853926152e+000dB,5.95705574682130e+001°)
3.68298542341407e+001	(-7.04666729208548e+000dB,5.95630114638234e+001°)
3.68383355978900e+001	(-7.04470609419844e+000dB,5.95554633883572e+001°)
3.68468189147703e+001	(-7.04274494565144e+000dB,5.95479132411702e+001°)
3.68553041852314e+001	(-7.04078384649523e+000dB,5.95403610216170e+001°)
3.68637914097232e+001	(-7.03882279678080e+000dB,5.95328067290523e+001°)
3.68722805886957e+001	(-7.03686179655904e+000dB,5.95252503628307e+001°)
3.68807717225989e+001	(-7.03490084588094e+000dB,5.95176919223062e+001°)
3.68892648118830e+001	(-7.03293994479781e+000dB,5.95101314068339e+001°)
3.68977598569984e+001	(-7.03097909336053e+000dB,5.95025688157670e+001°)
3.69062568583955e+001	(-7.02901829162025e+000dB,5.94950041484592e+001°)
3.69147558165247e+001	(-7.02705753962833e+000dB,5.94874374042646e+001°)
3.69232567318366e+001	(-7.02509683743601e+000dB,5.94798685825367e+001°)
3.69317596047821e+001	(-7.02313618509457e+000dB,5.94722976826284e+001°)
3.69402644358117e+001	(-7.02117558265526e+000dB,5.94647247038925e+001°)
3.69487712253766e+001	(-7.01921503016961e+000dB,5.94571496456823e+001°)
3.69572799739277e+001	(-7.01725452768916e+000dB,5.94495725073507e+001°)
3.69657906819161e+001	(-7.01529407526524e+000dB,5.94419932882496e+001°)
3.69743033497931e+001	(-7.01333367294942e+000dB,5.94344119877314e+001°)
3.69828179780100e+001	(-7.01137332079334e+000dB,5.94268286051482e+001°)
3.69913345670182e+001	(-7.00941301884856e+000dB,5.94192431398518e+001°)
3.69998531172693e+001	(-7.00745276716689e+000dB,5.94116555911942e+001°)
3.70083736292149e+001	(-7.00549256580004e+000dB,5.94040659585269e+001°)
3.70168961033068e+001	(-7.00353241479984e+000dB,5.93964742412012e+001°)
3.70254205399968e+001	(-7.00157231421809e+000dB,5.93888804385683e+001°)
3.70339469397369e+001	(-6.99961226410660e+000dB,5.93812845499788e+001°)
3.70424753029791e+001	(-6.99765226451739e+000dB,5.93736865747838e+001°)
3.70510056301757e+001	(-6.99569231550230e+000dB,5.93660865123332e+001°)
3.70595379217788e+001	(-6.99373241711368e+000dB,5.93584843619787e+001°)
3.70680721782409e+001	(-6.99177256940328e+000dB,5.93508801230694e+001°)
3.70766084000144e+001	(-6.98981277242339e+000dB,5.93432737949556e+001°)
3.70851465875519e+001	(-6.98785302622625e+000dB,5.93356653769876e+001°)
3.70936867413061e+001	(-6.98589333086396e+000dB,5.93280548685144e+001°)
3.71022288617298e+001	(-6.98393368638869e+000dB,5.93204422688851e+001°)
3.71107729492758e+001	(-6.98197409285302e+000dB,5.93128275774500e+001°)
3.71193190043973e+001	(-6.98001455030918e+000dB,5.93052107935575e+001°)
3.71278670275472e+001	(-6.97805505880962e+000dB,5.92975919165565e+001°)
3.71364170191788e+001	(-6.97609561840679e+000dB,5.92899709457959e+001°)
3.71449689797454e+001	(-6.97413622915319e+000dB,5.92823478806238e+001°)
3.71535229097005e+001	(-6.97217689110142e+000dB,5.92747227203889e+001°)
3.71620788094974e+001	(-6.97021760430428e+000dB,5.92670954644398e+001°)
3.71706366795900e+001	(-6.96825836881403e+000dB,5.92594661121230e+001°)
3.71791965204318e+001	(-6.96629918468374e+000dB,5.92518346627874e+001°)
3.71877583324767e+001	(-6.96434005196600e+000dB,5.92442011157802e+001°)
3.71963221161787e+001	(-6.96238097071367e+000dB,5.92365654704486e+001°)
3.72048878719919e+001	(-6.96042194097954e+000dB,5.92289277261398e+001°)
3.72134556003703e+001	(-6.95846296281668e+000dB,5.92212878822012e+001°)
3.72220253017681e+001	(-6.95650403627791e+000dB,5.92136459379791e+001°)
3.72305969766399e+001	(-6.95454516141625e+000dB,5.92060018928200e+001°)
3.72391706254400e+001	(-6.95258633828481e+000dB,5.91983557460708e+001°)
3.72477462486229e+001	(-6.95062756693673e+000dB,5.91907074970775e+001°)
3.72563238466435e+001	(-6.94866884742516e+000dB,5.91830571451864e+001°)
3.72649034199564e+001	(-6.94671017980321e+000dB,5.91754046897427e+001°)
3.72734849690165e+001	(-6.94475156412422e+000dB,5.91677501300926e+001°)
3.72820684942787e+001	(-6.94279300044145e+000dB,5.91600934655813e+001°)
3.72906539961983e+001	(-6.94083448880827e+000dB,5.91524346955542e+001°)
3.72992414752304e+001	(-6.93887602927812e+000dB,5.91447738193564e+001°)
3.73078309318303e+001	(-6.93691762190436e+000dB,5.91371108363324e+001°)
3.73164223664533e+001	(-6.93495926674065e+000dB,5.91294457458277e+001°)
3.73250157795551e+001	(-6.93300096384046e+000dB,5.91217785471863e+001°)
3.73336111715912e+001	(-6.93104271325736e+000dB,5.91141092397525e+001°)
3.73422085430173e+001	(-6.92908451504503e+000dB,5.91064378228705e+001°)
3.73508078942893e+001	(-6.92712636925720e+000dB,5.90987642958844e+001°)
3.73594092258630e+001	(-6.92516827594770e+000dB,5.90910886581383e+001°)
3.73680125381946e+001	(-6.92321023517011e+000dB,5.90834109089748e+001°)
3.73766178317401e+001	(-6.92125224697847e+000dB,5.90757310477380e+001°)
3.73852251069559e+001	(-6.91929431142665e+000dB,5.90680490737711e+001°)
3.73938343642982e+001	(-6.91733642856855e+000dB,5.90603649864168e+001°)
3.74024456042235e+001	(-6.91537859845821e+000dB,5.90526787850181e+001°)
3.74110588271883e+001	(-6.91342082114961e+000dB,5.90449904689174e+001°)
3.74196740336494e+001	(-6.91146309669704e+000dB,5.90373000374577e+001°)
3.74282912240635e+001	(-6.90950542515451e+000dB,5.90296074899808e+001°)
3.74369103988875e+001	(-6.90754780657632e+000dB,5.90219128258292e+001°)
3.74455315585783e+001	(-6.90559024101654e+000dB,5.90142160443440e+001°)
3.74541547035930e+001	(-6.90363272852976e+000dB,5.90065171448679e+001°)
3.74627798343889e+001	(-6.90167526917008e+000dB,5.89988161267416e+001°)
3.74714069514232e+001	(-6.89971786299204e+000dB,5.89911129893068e+001°)
3.74800360551534e+001	(-6.89776051005005e+000dB,5.89834077319044e+001°)
3.74886671460369e+001	(-6.89580321039862e+000dB,5.89757003538756e+001°)
3.74973002245313e+001	(-6.89384596409231e+000dB,5.89679908545608e+001°)
3.75059352910943e+001	(-6.89188877118582e+000dB,5.89602792333013e+001°)
3.75145723461839e+001	(-6.88993163173364e+000dB,5.89525654894365e+001°)
3.75232113902579e+001	(-6.88797454579066e+000dB,5.89448496223074e+001°)
3.75318524237743e+001	(-6.88601751341156e+000dB,5.89371316312537e+001°)
3.75404954471913e+001	(-6.88406053465106e+000dB,5.89294115156148e+001°)
3.75491404609671e+001	(-6.88210360956409e+000dB,5.89216892747307e+001°)
3.75577874655601e+001	(-6.88014673820566e+000dB,5.89139649079412e+001°)
3.75664364614287e+001	(-6.87818992063067e+000dB,5.89062384145851e+001°)
3.75750874490316e+001	(-6.87623315689419e+000dB,5.88985097940019e+001°)
3.75837404288272e+001	(-6.87427644705109e+000dB,5.88907790455295e+001°)
3.75923954012746e+001	(-6.87231979115655e+000dB,5.88830461685071e+001°)
3.76010523668324e+001	(-6.87036318926599e+000dB,5.88753111622739e+001°)
3.76097113259597e+001	(-6.86840664143443e+000dB,5.88675740261676e+001°)
3.76183722791156e+001	(-6.86645014771715e+000dB,5.88598347595262e+001°)
3.76270352267593e+001	(-6.86449370816946e+000dB,5.88520933616877e+001°)
3.76357001693501e+001	(-6.86253732284680e+000dB,5.88443498319902e+001°)
3.76443671073473e+001	(-6.86058099180454e+000dB,5.88366041697710e+001°)
3.76530360412106e+001	(-6.85862471509810e+000dB,5.88288563743670e+001°)
3.76617069713994e+001	(-6.85666849278316e+000dB,5.88211064451163e+001°)
3.76703798983736e+001	(-6.85471232491526e+000dB,5.88133543813556e+001°)
3.76790548225930e+001	(-6.85275621154989e+000dB,5.88056001824211e+001°)
3.76877317445175e+001	(-6.85080015274291e+000dB,5.87978438476502e+001°)
3.76964106646071e+001	(-6.84884414855000e+000dB,5.87900853763791e+001°)
3.77050915833220e+001	(-6.84688819902692e+000dB,5.87823247679440e+001°)
3.77137745011225e+001	(-6.84493230422948e+000dB,5.87745620216808e+001°)
3.77224594184689e+001	(-6.84297646421362e+000dB,5.87667971369256e+001°)
3.77311463358216e+001	(-6.84102067903529e+000dB,5.87590301130141e+001°)
3.77398352536413e+001	(-6.83906494875040e+000dB,5.87512609492814e+001°)
3.77485261723886e+001	(-6.83710927341518e+000dB,5.87434896450637e+001°)
3.77572190925243e+001	(-6.83515365308550e+000dB,5.87357161996951e+001°)
3.77659140145093e+001	(-6.83319808781761e+000dB,5.87279406125111e+001°)
3.77746109388046e+001	(-6.83124257766774e+000dB,5.87201628828464e+001°)
3.77833098658713e+001	(-6.82928712269220e+000dB,5.87123830100358e+001°)
3.77920107961706e+001	(-6.82733172294717e+000dB,5.87046009934134e+001°)
3.78007137301638e+001	(-6.82537637848903e+000dB,5.86968168323132e+001°)
3.78094186683123e+001	(-6.82342108937414e+000dB,5.86890305260692e+001°)
3.78181256110777e+001	(-6.82146585565916e+000dB,5.86812420740158e+001°)
3.78268345589216e+001	(-6.81951067740034e+000dB,5.86734514754859e+001°)
3.78355455123057e+001	(-6.81755555465443e+000dB,5.86656587298135e+001°)
3.78442584716920e+001	(-6.81560048747800e+000dB,5.86578638363316e+001°)
3.78529734375422e+001	(-6.81364547592781e+000dB,5.86500667943737e+001°)
3.78616904103185e+001	(-6.81169052006036e+000dB,5.86422676032718e+001°)
3.78704093904831e+001	(-6.80973561993265e+000dB,5.86344662623596e+001°)
3.78791303784983e+001	(-6.80778077560137e+000dB,5.86266627709689e+001°)
3.78878533748263e+001	(-6.80582598712351e+000dB,5.86188571284325e+001°)
3.78965783799297e+001	(-6.80387125455590e+000dB,5.86110493340821e+001°)
3.79053053942711e+001	(-6.80191657795555e+000dB,5.86032393872499e+001°)
3.79140344183132e+001	(-6.79996195737949e+000dB,5.85954272872675e+001°)
3.79227654525188e+001	(-6.79800739288490e+000dB,5.85876130334669e+001°)
3.79314984973507e+001	(-6.79605288452883e+000dB,5.85797966251791e+001°)
3.79402335532721e+001	(-6.79409843236854e+000dB,5.85719780617356e+001°)
3.79489706207460e+001	(-6.79214403646114e+000dB,5.85641573424668e+001°)
3.79577097002357e+001	(-6.79018969686422e+000dB,5.85563344667046e+001°)
3.79664507922045e+001	(-6.78823541363492e+000dB,5.85485094337789e+001°)
3.79751938971158e+001	(-6.78628118683043e+000dB,5.85406822430194e+001°)
3.79839390154332e+001	(-6.78432701650877e+000dB,5.85328528937585e+001°)
3.79926861476204e+001	(-6.78237290272703e+000dB,5.85250213853246e+001°)
3.80014352941411e+001	(-6.78041884554292e+000dB,5.85171877170481e+001°)
3.80101864554592e+001	(-6.77846484501407e+000dB,5.85093518882589e+001°)
3.80189396320386e+001	(-6.77651090119810e+000dB,5.85015138982862e+001°)
3.80276948243435e+001	(-6.77455701415275e+000dB,5.84936737464595e+001°)
3.80364520328380e+001	(-6.77260318393579e+000dB,5.84858314321078e+001°)
3.80452112579865e+001	(-6.77064941060507e+000dB,5.84779869545603e+001°)
3.80539725002533e+001	(-6.76869569421849e+000dB,5.84701403131458e+001°)
3.80627357601030e+001	(-6.76674203483405e+000dB,5.84622915071930e+001°)
3.80715010380002e+001	(-6.76478843250959e+000dB,5.84544405360299e+001°)
3.80802683344095e+001	(-6.76283488730329e+000dB,5.84465873989851e+001°)
3.80890376497959e+001	(-6.76088139927317e+000dB,5.84387320953865e+001°)
3.80978089846243e+001	(-6.75892796847756e+000dB,5.84308746245625e+001°)
3.81065823393597e+001	(-6.75697459497444e+000dB,5.84230149858400e+001°)
3.81153577144673e+001	(-6.75502127882216e+000dB,5.84151531785467e+001°)
3.81241351104123e+001	(-6.75306802007900e+000dB,5.84072892020099e+001°)
3.81329145276601e+001	(-6.75111481880342e+000dB,5.83994230555571e+001°)
3.81416959666762e+001	(-6.74916167505385e+000dB,5.83915547385151e+001°)
3.81504794279262e+001	(-6.74720858888862e+000dB,5.83836842502103e+001°)
3.81592649118757e+001	(-6.74525556036645e+000dB,5.83758115899697e+001°)
3.81680524189906e+001	(-6.74330258954573e+000dB,5.83679367571192e+001°)
3.81768419497368e+001	(-6.74134967648522e+000dB,5.83600597509854e+001°)
3.81856335045802e+001	(-6.73939682124363e+000dB,5.83521805708943e+001°)
3.81944270839870e+001	(-6.73744402387958e+000dB,5.83442992161714e+001°)
3.82032226884234e+001	(-6.73549128445210e+000dB,5.83364156861430e+001°)
3.82120203183558e+001	(-6.73353860301989e+000dB,5.83285299801341e+001°)
3.82208199742505e+001	(-6.73158597964193e+000dB,5.83206420974702e+001°)
3.82296216565742e+001	(-6.72963341437705e+000dB,5.83127520374760e+001°)
3.82384253657935e+001	(-6.72768090728433e+000dB,5.83048597994765e+001°)
3.82472311023752e+001	(-6.72572845842282e+000dB,5.82969653827963e+001°)
3.82560388667861e+001	(-6.72377606785176e+000dB,5.82890687867605e+001°)
3.82648486594932e+001	(-6.72182373563031e+000dB,5.82811700106933e+001°)
3.82736604809636e+001	(-6.71987146181761e+000dB,5.82732690539184e+001°)
3.82824743316645e+001	(-6.71791924647302e+000dB,5.82653659157603e+001°)
3.82912902120632e+001	(-6.71596708965589e+000dB,5.82574605955427e+001°)
3.83001081226271e+001	(-6.71401499142562e+000dB,5.82495530925891e+001°)
3.83089280638237e+001	(-6.71206295184158e+000dB,5.82416434062227e+001°)
3.83177500361206e+001	(-6.71011097096342e+000dB,5.82337315357673e+001°)
3.83265740399857e+001	(-6.70815904885063e+000dB,5.82258174805457e+001°)
3.83354000758866e+001	(-6.70620718556267e+000dB,5.82179012398801e+001°)
3.83442281442914e+001	(-6.70425538115960e+000dB,5.82099828130947e+001°)
3.83530582456681e+001	(-6.70230363570079e+000dB,5.82020621995107e+001°)
3.83618903804849e+001	(-6.70035194924623e+000dB,5.81941393984510e+001°)
3.83707245492101e+001	(-6.69840032185567e+000dB,5.81862144092377e+001°)
3.83795607523119e+001	(-6.69644875358889e+000dB,5.81782872311921e+001°)
3.83883989902590e+001	(-6.69449724450622e+000dB,5.81703578636375e+001°)
3.83972392635199e+001	(-6.69254579466719e+000dB,5.81624263058938e+001°)
3.84060815725633e+001	(-6.69059440413222e+000dB,5.81544925572836e+001°)
3.84149259178580e+001	(-6.68864307296131e+000dB,5.81465566171278e+001°)
3.84237722998730e+001	(-6.68669180121450e+000dB,5.81386184847469e+001°)
3.84326207190773e+001	(-6.68474058895224e+000dB,5.81306781594626e+001°)
3.84414711759399e+001	(-6.68278943623455e+000dB,5.81227356405946e+001°)
3.84503236709302e+001	(-6.68083834312211e+000dB,5.81147909274648e+001°)
3.84591782045175e+001	(-6.67888730967498e+000dB,5.81068440193922e+001°)
3.84680347771712e+001	(-6.67693633595377e+000dB,5.80988949156974e+001°)
3.84768933893609e+001	(-6.67498542201900e+000dB,5.80909436157005e+001°)
3.84857540415564e+001	(-6.67303456793115e+000dB,5.80829901187210e+001°)
3.84946167342273e+001	(-6.67108377375084e+000dB,5.80750344240785e+001°)
3.85034814678436e+001	(-6.66913303953880e+000dB,5.80670765310925e+001°)
3.85123482428752e+001	(-6.66718236535573e+000dB,5.80591164390823e+001°)
3.85212170597923e+001	(-6.66523175126239e+000dB,5.80511541473667e+001°)
3.85300879190651e+001	(-6.66328119731977e+000dB,5.80431896552652e+001°)
3.85389608211639e+001	(-6.66133070358848e+000dB,5.80352229620955e+001°)
3.85478357665592e+001	(-6.65938027012957e+000dB,5.80272540671761e+001°)
3.85567127557214e+001	(-6.65742989700425e+000dB,5.80192829698264e+001°)
3.85655917891213e+001	(-6.65547958427325e+000dB,5.80113096693632e+001°)
3.85744728672296e+001	(-6.65352933199795e+000dB,5.80033341651054e+001°)
3.85833559905171e+001	(-6.65157914023942e+000dB,5.79953564563703e+001°)
3.85922411594549e+001	(-6.64962900905896e+000dB,5.79873765424758e+001°)
3.86011283745140e+001	(-6.64767893851772e+000dB,5.79793944227388e+001°)
3.86100176361655e+001	(-6.64572892867714e+000dB,5.79714100964768e+001°)
3.86189089448809e+001	(-6.64377897959861e+000dB,5.79634235630069e+001°)
3.86278023011315e+001	(-6.64182909134357e+000dB,5.79554348216457e+001°)
3.86366977053889e+001	(-6.63987926397348e+000dB,5.79474438717098e+001°)
3.86455951581245e+001	(-6.63792949755003e+000dB,5.79394507125161e+001°)
3.86544946598103e+001	(-6.63597979213482e+000dB,5.79314553433808e+001°)
3.86633962109180e+001	(-6.63403014778932e+000dB,5.79234577636193e+001°)
3.86722998119196e+001	(-6.63208056457555e+000dB,5.79154579725484e+001°)
3.86812054632871e+001	(-6.63013104255514e+000dB,5.79074559694835e+001°)
3.86901131654928e+001	(-6.62818158179004e+000dB,5.78994517537403e+001°)
3.86990229190088e+001	(-6.62623218234202e+000dB,5.78914453246337e+001°)
