Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Cs (F),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
956.3525,19203.5051100515,-201869.07552105,8.24389288063139E-10,19203.5051100515,-201869.07552105,-84.5658901582379
974.699116,18565.2147259326,-198121.479115322,8.2417226925896E-10,18565.2147259326,-198121.479115322,-84.6466615743992
993.397694,18377.1570987499,-194616.969290173,8.23220693732274E-10,18377.1570987499,-194616.969290173,-84.6057084245254
1012.454983,18481.8917932422,-190898.879933954,8.23457196191197E-10,18481.8917932422,-190898.879933954,-84.4701385376992
1031.877867,16910.4299669019,-187754.379524662,8.21489011045988E-10,16910.4299669019,-187754.379524662,-84.8534407308002
1051.673359,17470.6317422869,-184619.736255047,8.19711698073812E-10,17470.6317422869,-184619.736255047,-84.5941777252824
1071.848606,17256.6778100296,-181119.172551627,8.19827078490706E-10,17256.6778100296,-181119.172551627,-84.5574004971055
1092.410894,16788.3137435714,-177795.455841706,8.19433004686846E-10,16788.3137435714,-177795.455841706,-84.6058467515556
1113.367647,16614.1991810536,-175021.137310236,8.16753553940139E-10,16614.1991810536,-175021.137310236,-84.5773431976222
1134.726435,16639.2977005333,-171496.152631851,8.17851731945972E-10,16639.2977005333,-171496.152631851,-84.4582619328846
1156.494968,16749.8607535556,-168652.872284735,8.15985877258097E-10,16749.8607535556,-168652.872284735,-84.3282346203795
1178.681107,15564.1214879754,-165437.633703035,8.16186673988074E-10,15564.1214879754,-165437.633703035,-84.6255188546605
1201.292864,15931.116430076,-162549.413075851,8.15052959446237E-10,15931.116430076,-162549.413075851,-84.4024414021097
1224.338404,15416.6673604373,-159791.099078484,8.13515955954673E-10,15416.6673604373,-159791.099078484,-84.4891521124459
1247.826048,15339.4277382007,-157163.502826152,8.11548323229572E-10,15339.4277382007,-157163.502826152,-84.4254898996796
1271.764278,14934.7616373048,-154178.501412326,8.11689054157203E-10,14934.7616373048,-154178.501412326,-84.467209213233
1296.161738,14600.820282085,-151611.881305357,8.09893097618662E-10,14600.820282085,-151611.881305357,-84.4991550656748
1321.027238,14177.6207415251,-148889.095652361,8.09180609686858E-10,14177.6207415251,-148889.095652361,-84.5605424847746
1346.369756,14522.9683773769,-145791.195133227,8.1082006631636E-10,14522.9683773769,-145791.195133227,-84.3112565409176
1372.198443,13874.2643493876,-143653.339029511,8.0739765626646E-10,13874.2643493876,-143653.339029511,-84.4833944305255
1398.522627,13943.3861041439,-141136.824382895,8.06325311205949E-10,13943.3861041439,-141136.824382895,-84.3578638677278
1425.351812,13559.7590673616,-138507.684380774,8.06165467183978E-10,13559.7590673616,-138507.684380774,-84.4086199922413
1452.695687,13721.7932044926,-136025.412275839,8.05425608059349E-10,13721.7932044926,-136025.412275839,-84.2396779467284
1480.564126,13129.7944283307,-133709.45521117,8.03953240556462E-10,13129.7944283307,-133709.45521117,-84.3917374506419
1508.967191,12941.3529179047,-131125.83594078,8.04362961836565E-10,12941.3529179047,-131125.83594078,-84.3634953063239
1537.915139,12918.4740471843,-129117.728794153,8.01496963654648E-10,12918.4740471843,-129117.728794153,-84.2864626873728
1567.418423,12472.7516879625,-126368.956678959,8.03516472959455E-10,12472.7516879625,-126368.956678959,-84.363102441504
1597.487697,12237.1042211938,-124310.697078772,8.01445708470866E-10,12237.1042211938,-124310.697078772,-84.3779355387048
1628.133818,12284.1036487704,-121964.620736947,8.01486413725869E-10,12284.1036487704,-121964.620736947,-84.248645697119
1659.367852,12042.1414345208,-120084.487297162,7.98712629129435E-10,12042.1414345208,-120084.487297162,-84.2734907077959
1691.201079,11952.4217618415,-118140.827312944,7.96571706857648E-10,11952.4217618415,-118140.827312944,-84.2229873878546
1723.644993,11939.2476181527,-116074.144362477,7.95493835546816E-10,11939.2476181527,-116074.144362477,-84.1272775614738
1756.711309,11566.7080779002,-113782.434928573,7.96240953535341E-10,11566.7080779002,-113782.434928573,-84.1954595887317
1790.411967,11422.476722324,-111762.482148004,7.95373507192023E-10,11422.476722324,-111762.482148004,-84.1644534443996
1824.759137,11054.0061776135,-109772.673250761,7.94548375699347E-10,11054.0061776135,-109772.673250761,-84.24975238872
1859.765222,10800.9667378221,-107850.629618085,7.93486102634264E-10,10800.9667378221,-107850.629618085,-84.2810417366222
1895.442861,10525.0535062141,-106231.076453249,7.90419875791799E-10,10525.0535062141,-106231.076453249,-84.3417735590259
1931.804939,10561.206192301,-104210.05962579,7.90582533527176E-10,10561.206192301,-104210.05962579,-84.2130967248911
1968.864584,10533.8575100296,-102103.532871254,7.91705232712107E-10,10533.8575100296,-102103.532871254,-84.10972559525
2006.63518,10214.5517230842,-100478.919391349,7.89362978505145E-10,10214.5517230842,-100478.919391349,-84.1953294396878
2045.130365,10052.2864085073,-98718.8152141427,7.8831392879464E-10,10052.2864085073,-98718.8152141427,-84.1857565595379
2084.36404,9982.93495506639,-96918.9069079729,7.87840046063991E-10,9982.93495506639,-96918.9069079729,-84.1191042107015
2124.350371,9510.03233593662,-95084.6498683069,7.87922628288487E-10,9510.03233593662,-95084.6498683069,-84.2884717671906
2165.103798,9456.90457853723,-93527.1106486106,7.8596624001621E-10,9456.90457853723,-93527.1106486106,-84.2262156995853
2206.639037,9168.43302421377,-92201.0279715544,7.82263508740264E-10,9168.43302421377,-92201.0279715544,-84.3211994665796
2248.971086,9310.57703717984,-90372.3795384856,7.8306992064978E-10,9310.57703717984,-90372.3795384856,-84.1178785001913
2292.11523,9048.47875248989,-88777.9102203321,7.82129680645803E-10,9048.47875248989,-88777.9102203321,-84.1803594271945
2336.08705,8977.39223684663,-87272.6643929071,7.80643727951803E-10,8977.39223684663,-87272.6643929071,-84.126868034102
2380.902422,8857.5662694259,-85568.8112735336,7.81201441592207E-10,8857.5662694259,-85568.8112735336,-84.090135493067
2426.577531,8512.65882287895,-84252.3864195868,7.78473348399285E-10,8512.65882287895,-84252.3864195868,-84.2305515077207
2473.128868,8549.08307228609,-82825.236753575,7.76981536645224E-10,8549.08307228609,-82825.236753575,-84.10689431111
2520.573244,8391.58388012936,-81254.1771477208,7.77096786675261E-10,8391.58388012936,-81254.1771477208,-84.1036409365855
2568.92779,8202.81003850012,-79631.5203610213,7.78006503292624E-10,8202.81003850012,-79631.5203610213,-84.1187288762476
2618.209967,7922.86530773187,-78400.8603811725,7.75344715332057E-10,7922.86530773187,-78400.8603811725,-84.2295165659577
2668.437571,7664.79126733129,-76982.830599719,7.7476360116109E-10,7664.79126733129,-76982.830599719,-84.314087959409
2719.628739,7791.84799054065,-75708.6369764081,7.72974349390403E-10,7791.84799054065,-75708.6369764081,-84.123871594283
2771.801955,7665.58298144512,-74399.2174343906,7.71772975936635E-10,7665.58298144512,-74399.2174343906,-84.1173950982775
2824.97606,7498.28738625771,-73029.8372974196,7.71445103388675E-10,7498.28738625771,-73029.8372974196,-84.1377383919591
2879.170254,7320.15883146431,-71681.5076323277,7.71162058362834E-10,7320.15883146431,-71681.5076323277,-84.1691336380234
2934.404107,7308.4565765869,-70507.9156726787,7.69240839909055E-10,7308.4565765869,-70507.9156726787,-84.0821734279296
2990.697562,7076.73341794235,-69282.9342931072,7.68106361858534E-10,7076.73341794235,-69282.9342931072,-84.1678909563652
3048.070949,7168.95151499559,-67969.3651173775,7.68213343883376E-10,7168.95151499559,-67969.3651173775,-83.9790874317915
3106.544984,7033.46293203677,-66815.725509861,7.66767675997E-10,7033.46293203677,-66815.725509861,-83.9908001043692
3166.140781,6955.83320767611,-65553.6482754745,7.66819314675081E-10,6955.83320767611,-65553.6482754745,-83.9430652071002
3226.879862,6688.15015344876,-64512.5995624692,7.64526938423764E-10,6688.15015344876,-64512.5995624692,-84.0811765128185
3288.784157,6591.80828801344,-63369.614412972,7.63666422151933E-10,6591.80828801344,-63369.614412972,-84.0613599098973
3351.876022,6613.61059303456,-62151.8608720881,7.63973067636865E-10,6613.61059303456,-62151.8608720881,-83.9259843888285
3416.178237,6510.43075820497,-61155.8634555663,7.61800946053421E-10,6510.43075820497,-61155.8634555663,-83.9233861063903
3481.714023,6522.48874868204,-60041.5208623397,7.61334219760915E-10,6522.48874868204,-60041.5208623397,-83.8001015966413
3548.507044,6323.78525963398,-59001.4233444328,7.60172179361807E-10,6323.78525963398,-59001.4233444328,-83.8823802676767
3616.581419,6159.80576849843,-58017.2876611542,7.58515506364693E-10,6159.80576849843,-58017.2876611542,-83.9395023366327
3685.961729,6057.93350537406,-57065.2481053493,7.56654466718184E-10,6057.93350537406,-57065.2481053493,-83.940289083283
3756.673027,5908.5098745774,-55969.5613183472,7.56945884446137E-10,5908.5098745774,-55969.5613183472,-83.9738056621994
3828.740847,5864.80074115155,-55005.8301502695,7.55710465472307E-10,5864.80074115155,-55005.8301502695,-83.9140340838181
3902.191213,5816.13508432097,-54021.0358342846,7.55003000577016E-10,5816.13508432097,-54021.0358342846,-83.8549626873352
3977.050646,5663.78224904658,-53104.6714672027,7.53574655460321E-10,5663.78224904658,-53104.6714672027,-83.9122357077574
4053.346179,5626.86229082923,-52144.451860459,7.53005812462725E-10,5626.86229082923,-52144.451860459,-83.841094202641
4131.105362,5601.61601740679,-51231.7261974354,7.51994857749274E-10,5601.61601740679,-51231.7261974354,-83.7601346376163
4210.356272,5360.12888419767,-50352.5142214463,7.50723696130481E-10,5360.12888419767,-50352.5142214463,-83.9236298275877
4291.127528,5304.94590480737,-49460.3239049007,7.49879971116278E-10,5304.94590480737,-49460.3239049007,-83.8780538006288
4373.448296,5202.04275957086,-48579.4550606118,7.491063806762E-10,5202.04275957086,-48579.4550606118,-83.8878766303592
4457.348301,5107.98756577938,-47721.6737873498,7.48217552963208E-10,5107.98756577938,-47721.6737873498,-83.8904895466048
4542.857839,5013.9129762218,-46860.7563420804,7.47621343231786E-10,5013.9129762218,-46860.7563420804,-83.8928159768675
4630.007788,4971.26652489309,-46087.4698967892,7.4585695389027E-10,4971.26652489309,-46087.4698967892,-83.8435423144299
4718.829616,4781.57714382386,-45285.6321155242,7.4477553306473E-10,4781.57714382386,-45285.6321155242,-83.9726393301287
4809.355399,4819.88292087198,-44443.3732805367,7.44605509589541E-10,4819.88292087198,-44443.3732805367,-83.8104641104194
4901.617823,4764.65371972128,-43682.4614640669,7.43316173784198E-10,4764.65371972128,-43682.4614640669,-83.7750856937138
4995.650204,4581.58797600142,-42957.6958068635,7.4162973113363E-10,4581.58797600142,-42957.6958068635,-83.9122185902519
5091.486498,4543.60558185148,-42108.9881198609,7.42336354469297E-10,4543.60558185148,-42108.9881198609,-83.8415495842999
5189.161311,4505.32381714635,-41355.3004899371,7.41637667611924E-10,4505.32381714635,-41355.3004899371,-83.7826098874922
5288.709912,4390.58278996931,-40696.5342140034,7.39457059863099E-10,4390.58278996931,-40696.5342140034,-83.8424089182217
5390.168248,4327.86572148524,-39992.5103105246,7.38310669891791E-10,4327.86572148524,-39992.5103105246,-83.8236633406151
5493.572956,4295.88403725452,-39260.800168248,7.37914575216731E-10,4295.88403725452,-39260.800168248,-83.7555850156572
5598.961374,4230.6520600397,-38559.7908613674,7.37187547426207E-10,4230.6520600397,-38559.7908613674,-83.7387412292023
5706.371558,4150.78969995055,-37952.7017761912,7.34881623263792E-10,4150.78969995055,-37952.7017761912,-83.7585138889782
5815.842293,4107.38165714589,-37228.6820342976,7.35071946729571E-10,4107.38165714589,-37228.6820342976,-83.7041100751351
5927.41311,4002.68301485101,-36568.5222210522,7.34256035318807E-10,4002.68301485101,-36568.5222210522,-83.753439453012
6041.124295,3899.1984602144,-35908.2526701061,7.3368237760927E-10,3899.1984602144,-35908.2526701061,-83.802659012457
6157.01691,3812.7314163629,-35253.1676097506,7.33249270280313E-10,3812.7314163629,-35253.1676097506,-83.8272896160392
6275.132802,3798.37950583621,-34711.3986753253,7.30676427415952E-10,3798.37950583621,-34711.3986753253,-83.7551165811497
6395.514624,3709.95459137196,-34087.034410711,7.30054725277158E-10,3709.95459137196,-34087.034410711,-83.7885082382823
6518.205844,3666.311209914,-33565.6480652145,7.27439741319305E-10,3666.311209914,-33565.6480652145,-83.7664043072954
6643.250766,3566.04548880283,-32921.8942632552,7.27703845000891E-10,3566.04548880283,-32921.8942632552,-83.8179179746407
6770.694544,3505.54701514102,-32348.6790853311,7.26658501315727E-10,3505.54701514102,-32348.6790853311,-83.8151322573977
6900.583196,3489.70054376983,-31786.4928322317,7.25590725232381E-10,3489.70054376983,-31786.4928322317,-83.7348367305872
7032.963626,3402.49113817242,-31207.2973634514,7.2514624287587E-10,3402.49113817242,-31207.2973634514,-83.7776932199759
7167.883635,3377.33156250901,-30675.7212105751,7.23826373706395E-10,3377.33156250901,-30675.7212105751,-83.7171610778761
7305.391942,3339.15536648945,-30125.8385814223,7.23165111234131E-10,3339.15536648945,-30125.8385814223,-83.6751388623928
7445.538201,3225.73428610049,-29595.2678145012,7.22273633133202E-10,3225.73428610049,-29595.2678145012,-83.779605241016
7588.373019,3166.33767787556,-29068.7301683008,7.21515059055405E-10,3166.33767787556,-29068.7301683008,-83.7835140746021
7733.947973,3130.50565629558,-28591.822432713,7.19742333217293E-10,3130.50565629558,-28591.822432713,-83.751600317216
7882.315629,3103.72839161183,-28091.9395353654,7.18761134442939E-10,3103.72839161183,-28091.9395353654,-83.6952659660298
8033.529563,2995.67174670438,-27587.477648962,7.18127802916934E-10,2995.67174670438,-27587.477648962,-83.8026425704226
8187.644376,2963.5353960188,-27104.3532749209,7.17169995039701E-10,2963.5353960188,-27104.3532749209,-83.7601813426567
8344.715721,2922.29709317722,-26646.1774685971,7.15770292573984E-10,2922.29709317722,-26646.1774685971,-83.7413607718512
8504.800314,2874.69857283672,-26204.1701137942,7.14143685216083E-10,2874.69857283672,-26204.1701137942,-83.7394668479583
8667.955961,2832.5578434717,-25698.4596887981,7.14490308122029E-10,2832.5578434717,-25698.4596887981,-83.7100852736738
8834.241578,2768.61744793037,-25247.8446449324,7.13553517337755E-10,2768.61744793037,-25247.8446449324,-83.7420871128422
9003.717209,2697.14040312795,-24822.4810406511,7.12119860141092E-10,2697.14040312795,-24822.4810406511,-83.7987315451066
9176.444052,2693.12652131415,-24383.7608752287,7.11287243351146E-10,2693.12652131415,-24383.7608752287,-83.6973668809401
9352.484478,2636.75649216532,-23954.4639043797,7.10406096320467E-10,2636.75649216532,-23954.4639043797,-83.7185292845048
9531.902055,2611.32844570999,-23508.1816772692,7.10266811807833E-10,2611.32844570999,-23508.1816772692,-83.6614736575505
9714.761568,2521.09916233618,-23107.6414309867,7.08977358060953E-10,2521.09916233618,-23107.6414309867,-83.7735202404054
9901.12905,2499.83256594012,-22719.6246117476,7.075127312933E-10,2499.83256594012,-22719.6246117476,-83.7210224533151
10091.071795,2447.89807257237,-22348.4200164405,7.05725825953124E-10,2447.89807257237,-22348.4200164405,-83.7491183453087
10284.658392,2419.29250144496,-21953.7535968558,7.04890203949792E-10,2419.29250144496,-21953.7535968558,-83.711408336351
10481.958744,2371.20441111013,-21552.3226043632,7.04504232315646E-10,2371.20441111013,-21552.3226043632,-83.7215223372604
10683.044096,2349.01783646148,-21187.2768006668,7.03153220434777E-10,2349.01783646148,-21187.2768006668,-83.6734963130011
10887.987059,2293.43766983232,-20802.8398705453,7.02667568992561E-10,2293.43766983232,-20802.8398705453,-83.7087544434636
11096.861637,2252.64702816376,-20440.8295711758,7.01651476438884E-10,2252.64702816376,-20440.8295711758,-83.711192363079
11309.743254,2210.31412598545,-20074.6006713127,7.01003959014332E-10,2210.31412598545,-20074.6006713127,-83.716756827646
11526.708781,2165.77706258547,-19734.2661328977,6.99670929626547E-10,2165.77706258547,-19734.2661328977,-83.73702283477
11747.836564,2143.59707787076,-19392.285405861,6.98607496204948E-10,2143.59707787076,-19392.285405861,-83.6922098131291
11973.20645,2110.09684461389,-19054.9224615882,6.97593579516595E-10,2110.09684461389,-19054.9224615882,-83.680947371592
12202.89982,2074.94189674258,-18714.2623979553,6.96922315943323E-10,2074.94189674258,-18714.2623979553,-83.6731776800857
12436.999616,2036.69167237542,-18389.8818716779,6.95865925966215E-10,2036.69167237542,-18389.8818716779,-83.680209167609
12675.590371,2008.9157565553,-18061.8472684296,6.95167996360567E-10,2008.9157565553,-18061.8472684296,-83.6534039392576
12918.758238,1952.83697259426,-17754.3072728219,6.93897988930043E-10,1952.83697259426,-17754.3072728219,-83.7231377940799
13166.591025,1922.98149801548,-17456.44453621,6.92454102858589E-10,1922.98149801548,-17456.44453621,-83.7137102001927
13419.178223,1890.52835471558,-17153.6722035576,6.91412304469468E-10,1890.52835471558,-17153.6722035576,-83.7107404489975
13676.611041,1865.33686622203,-16845.0227553985,6.90828162398452E-10,1865.33686622203,-16845.0227553985,-83.6810849190352
13938.982437,1829.18682425361,-16537.3403163412,6.90435951090381E-10,1829.18682425361,-16537.3403163412,-83.688199933134
14206.387151,1789.39059164319,-16268.6736412572,6.88627463045393E-10,1789.39059164319,-16268.6736412572,-83.7232704798138
14478.921744,1754.92261018973,-15964.2108936947,6.88551540777848E-10,1754.92261018973,-15964.2108936947,-83.7267461885198
14756.684627,1727.18599405703,-15687.1484576774,6.87523154888612E-10,1727.18599405703,-15687.1484576774,-83.7169288091912
15039.776098,1693.55246025399,-15415.5604752654,6.86466647397803E-10,1693.55246025399,-15415.5604752654,-83.7306308636223
15328.298381,1681.48128536875,-15152.9473678368,6.85218486190933E-10,1681.48128536875,-15152.9473678368,-83.6679490532814
15622.355661,1626.20996689277,-14889.4102812763,6.84220549923106E-10,1626.20996689277,-14889.4102812763,-83.7669051031539
15922.054121,1610.4635466482,-14624.6377941203,6.83495905163632E-10,1610.4635466482,-14624.6377941203,-83.7159143708587
16227.50198,1591.03568816915,-14363.4836775093,6.82823840083751E-10,1591.03568816915,-14363.4836775093,-83.6791440149048
16538.809534,1551.0011854476,-14124.7668234121,6.81294054266768E-10,1551.0011854476,-14124.7668234121,-83.733615938707
16856.089197,1531.90885025502,-13874.6179587985,6.80522168680835E-10,1531.90885025502,-13874.6179587985,-83.6994420166152
17179.455537,1502.13532328664,-13637.6304434338,6.79315960213251E-10,1502.13532328664,-13637.6304434338,-83.7144162079052
17509.025319,1463.52272197047,-13386.0763764076,6.79054860759255E-10,1463.52272197047,-13386.0763764076,-83.7605362476315
17844.917551,1448.79668679952,-13168.1018948715,6.77302077090095E-10,1448.79668679952,-13168.1018948715,-83.7213882362714
18187.253522,1421.27443645995,-12929.4478585051,6.76819763501317E-10,1421.27443645995,-12929.4478585051,-83.7269259843632
18536.156849,1394.72547450508,-12702.240002853,6.75958637143585E-10,1394.72547450508,-12702.240002853,-83.7339369047459
18891.753519,1372.5792150608,-12487.6030885277,6.7463485380287E-10,1372.5792150608,-12487.6030885277,-83.7274938802482
19254.171937,1343.08959019424,-12274.6424489401,6.73420659363573E-10,1343.08959019424,-12274.6424489401,-83.7555460750315
19623.542971,1323.04376211616,-12043.8397794077,6.73407178373959E-10,1323.04376211616,-12043.8397794077,-83.7310618288283
20000,1301.72475460817,-11842.8708721241,6.71944095356626E-10,1301.72475460817,-11842.8708721241,-83.7274388871822

